UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
1408,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,1,,Natural,1,0.75,0.55,0.35,0.15,,,,A,
1409,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,2,,Natural,1,0.75,0.55,0.35,0.15,,,,A,
1410,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,3,,Natural,1,0.75,0.55,0.35,0.15,,,,A,
1411,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,4,,Natural,1,0.69,0.5,0.3,0.15,,,,A,
1412,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,5,,Natural,1,0.69,0.5,0.3,0.15,,,,A,
1413,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,6,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1414,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,7,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1415,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,8,,Natural,1,0.69,0.5,0.3,0.15,,,,A,
1416,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,9,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1417,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,10,,Natural,1,0.69,0.5,0.3,0.15,,,,A,
1418,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,11,,Natural,1,0.75,0.55,0.35,0.15,,,,A,
1419,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,12,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1420,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,14,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1421,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,15,,Natural,1,0.66,0.48,0.3,0.15,,,,A,
1422,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,16,,Natural,1,0.61,0.44,0.3,0.15,,,,A,
1423,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,17,,Natural,1,0.61,0.44,0.3,0.15,,,,A,
1424,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,18,,Natural,1,0.61,0.44,0.3,0.15,,,,A,
1425,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,19,,Natural,1,0.54,0.39,0.3,0.15,,,,A,
1426,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,20,,Natural,1,0.54,0.39,0.3,0.15,,,,A,
1427,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,23,,Natural,1,0.61,0.44,0.3,0.15,,,,A,
1428,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,24,,Natural,1,0.54,0.39,0.3,0.15,,,,A,
1429,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,25,,Natural,1,0.54,0.39,0.3,0.15,,,,A,
1430,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,26,,Natural,1,0.61,0.44,0.3,0.15,,,,A,
1431,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,1,,Natural,1,0.674,0.614,0.409,0.205,,,,A,
1432,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,2,,Natural,1,0.674,0.614,0.409,0.205,,,,A,
1433,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,3,,Natural,1,0.86,0.667,0.445,0.222,,,,A,
1434,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,4,,Natural,1,0.86,0.667,0.445,0.222,,,,A,
1435,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,5,,Natural,1,0.86,0.667,0.445,0.222,,,,A,
1436,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,6,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1437,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,7,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1438,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,8,,Natural,1,0.86,0.667,0.445,0.222,,,,A,
1439,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,9,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1440,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,10,,Natural,1,0.86,0.667,0.445,0.222,,,,A,
1441,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,11,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1442,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,12,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1443,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,14,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1444,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,15,,Natural,1,0.891,0.698,0.465,0.233,,,,A,
1445,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,16,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1446,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,17,,Natural,1,0.908,0.716,0.477,0.239,,,,A,
1447,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,18,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1448,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,19,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1449,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,20,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1450,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,21,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1451,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,22,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1452,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,23,,Natural,1,0.893,0.687,0.458,0.229,,,,A,
1453,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,24,,Natural,1,0.893,0.687,0.458,0.229,,,,A,
1454,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,25,,Natural,1,0.893,0.687,0.458,0.229,,,,A,
1455,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,26,,Natural,1,0.903,0.717,0.478,0.239,,,,A,
1456,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,1,,HMWB,1,0.75,0.55,0.35,0.15,,,,A,
1457,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,2,,HMWB,1,0.75,0.55,0.35,0.15,,,,A,
1458,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,3,,HMWB,1,0.75,0.55,0.35,0.15,,,,A,
1459,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,4,,HMWB,1,0.69,0.5,0.3,0.15,,,,A,
1460,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,5,,HMWB,1,0.69,0.5,0.3,0.15,,,,A,
1461,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,6,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1462,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,7,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1463,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,8,,HMWB,1,0.69,0.5,0.3,0.15,,,,A,
1464,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,9,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1465,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,10,,HMWB,1,0.69,0.5,0.3,0.15,,,,A,
1466,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,11,,HMWB,1,0.75,0.55,0.35,0.15,,,,A,
1467,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,12,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1468,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,14,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1469,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,15,,HMWB,1,0.66,0.48,0.3,0.15,,,,A,
1470,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,16,,HMWB,1,0.61,0.44,0.3,0.15,,,,A,
1471,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,17,,HMWB,1,0.61,0.44,0.3,0.15,,,,A,
1472,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,18,,HMWB,1,0.61,0.44,0.3,0.15,,,,A,
1473,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,19,,HMWB,1,0.54,0.39,0.3,0.15,,,,A,
1474,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,20,,HMWB,1,0.54,0.39,0.3,0.15,,,,A,
1475,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,23,,HMWB,1,0.61,0.44,0.3,0.15,,,,A,
1476,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,24,,HMWB,1,0.54,0.39,0.3,0.15,,,,A,
1477,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,25,,HMWB,1,0.54,0.39,0.3,0.15,,,,A,
1478,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_124-01-6,RW,26,,HMWB,1,0.61,0.44,0.3,0.15,,,,A,
1479,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,1,,HMWB,1,0.674,0.614,0.409,0.205,,,,A,
1480,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,2,,HMWB,1,0.674,0.614,0.409,0.205,,,,A,
1481,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,3,,HMWB,1,0.86,0.667,0.445,0.222,,,,A,
1482,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,4,,HMWB,1,0.86,0.667,0.445,0.222,,,,A,
1483,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,5,,HMWB,1,0.86,0.667,0.445,0.222,,,,A,
1484,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,6,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1485,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,7,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1486,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,8,,HMWB,1,0.86,0.667,0.445,0.222,,,,A,
1487,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,9,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1488,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,10,,HMWB,1,0.86,0.667,0.445,0.222,,,,A,
1489,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,11,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1490,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,12,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1491,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,14,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1492,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,15,,HMWB,1,0.891,0.698,0.465,0.233,,,,A,
1493,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,16,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1494,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,17,,HMWB,1,0.908,0.716,0.477,0.239,,,,A,
1495,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,18,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1496,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,19,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1497,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,20,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1498,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,21,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1499,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,22,,HMWB,1,0.903,0.717,0.478,0.239,,,,A,
1500,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,23,,HMWB,1,0.893,0.687,0.458,0.229,,,,A,
1501,http://cdr.eionet.europa.eu/pl/eea/wise_soe/wise4/envvyc3zq/WISE-SoE_WaterQuality_RWB_BiologyEQRClassificationProcedure.xml,2016-05-01,PL,EEA_13-01-4,RW,24,,HMWB,1,0.893,0.687,0.458,0.229,,,,A,
